scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.92, 0.8160, RANDOM, 0.90, 0, 22, 0, 22, 1108, ontime
dyngrid, 0.97, 0.8060, RANDOM, 0.90, 0, 68, 0, 68, 1961, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, RANDOM, 0.90, 0, 1681, 3969, 1680, 10139, timeout
dyngrid, 0.02, 0.9960, RANDOM, 0.90, 0, 295, 784, 295, 2209, ontime
dyngrid, 0.04, 0.9920, RANDOM, 0.90, 0, 734, 1920, 734, 5292, ontime
dyngrid, 0.06, 0.9880, RANDOM, 0.90, 0, 30, 164, 30, 925, ontime
dyngrid, 0.08, 0.9840, RANDOM, 0.90, 0, 747, 1803, 747, 4649, ontime
dyngrid, 0.10, 0.9800, RANDOM, 0.90, 0, 59, 206, 59, 1256, ontime
dyngrid, 0.12, 0.9760, RANDOM, 0.90, 0, 234, 566, 234, 2220, ontime
dyngrid, 0.14, 0.9720, RANDOM, 0.90, 0, 147, 332, 147, 1709, ontime
dyngrid, 0.16, 0.9680, RANDOM, 0.90, 0, 21, 60, 21, 553, ontime
dyngrid, 0.18, 0.9640, RANDOM, 0.90, 0, 72, 143, 72, 1264, ontime
dyngrid, 0.20, 0.9600, RANDOM, 0.90, 0, 60, 119, 60, 1135, ontime
dyngrid, 0.22, 0.9560, RANDOM, 0.90, 0, 58, 115, 58, 1077, ontime
dyngrid, 0.27, 0.9460, RANDOM, 0.90, 0, 84, 84, 84, 1217, ontime
dyngrid, 0.32, 0.9360, RANDOM, 0.90, 0, 45, 45, 45, 1078, ontime
dyngrid, 0.37, 0.9260, RANDOM, 0.90, 0, 43, 43, 43, 756, ontime
dyngrid, 0.42, 0.9160, RANDOM, 0.90, 0, 54, 54, 54, 1300, ontime
dyngrid, 0.47, 0.9060, RANDOM, 0.90, 0, 73, 73, 73, 1459, ontime
dyngrid, 0.52, 0.8960, RANDOM, 0.90, 0, 87, 0, 87, 1936, ontime
dyngrid, 0.57, 0.8860, RANDOM, 0.90, 0, 66, 0, 66, 1225, ontime
dyngrid, 0.62, 0.8760, RANDOM, 0.90, 0, 66, 0, 66, 1331, ontime
dyngrid, 0.67, 0.8660, RANDOM, 0.90, 0, 48, 0, 48, 1219, ontime
dyngrid, 0.72, 0.8560, RANDOM, 0.90, 0, 34, 0, 34, 906, ontime
dyngrid, 0.77, 0.8460, RANDOM, 0.90, 0, 51, 0, 51, 1879, ontime
dyngrid, 0.82, 0.8360, RANDOM, 0.90, 0, 22, 0, 22, 1076, ontime
dyngrid, 0.87, 0.8260, RANDOM, 0.90, 0, 34, 0, 34, 1557, ontime
dyngrid, 0.92, 0.8160, RANDOM, 0.90, 0, 29, 0, 29, 1034, ontime
dyngrid, 0.97, 0.8060, RANDOM, 0.90, 0, 33, 0, 33, 1365, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, RANDOM, 0.90, 0, 1529, 3640, 1527, 10119, timeout
dyngrid, 0.02, 0.9960, RANDOM, 0.90, 0, 726, 1855, 726, 6548, ontime
dyngrid, 0.04, 0.9920, RANDOM, 0.90, 0, 187, 581, 187, 1996, ontime
dyngrid, 0.06, 0.9880, RANDOM, 0.90, 0, 269, 689, 269, 2351, ontime
dyngrid, 0.08, 0.9840, RANDOM, 0.90, 0, 159, 408, 159, 1725, ontime
dyngrid, 0.10, 0.9800, RANDOM, 0.90, 0, 20, 90, 20, 788, ontime
dyngrid, 0.12, 0.9760, RANDOM, 0.90, 0, 26, 89, 26, 686, ontime
dyngrid, 0.14, 0.9720, RANDOM, 0.90, 0, 123, 281, 123, 1750, ontime
dyngrid, 0.16, 0.9680, RANDOM, 0.90, 0, 61, 155, 61, 1249, ontime
dyngrid, 0.18, 0.9640, RANDOM, 0.90, 0, 78, 155, 78, 1237, ontime
dyngrid, 0.20, 0.9600, RANDOM, 0.90, 0, 57, 113, 57, 965, ontime
dyngrid, 0.22, 0.9560, RANDOM, 0.90, 0, 192, 383, 192, 2121, ontime
dyngrid, 0.27, 0.9460, RANDOM, 0.90, 0, 105, 105, 105, 1498, ontime
dyngrid, 0.32, 0.9360, RANDOM, 0.90, 0, 27, 27, 27, 646, ontime
dyngrid, 0.37, 0.9260, RANDOM, 0.90, 0, 89, 89, 89, 1311, ontime
dyngrid, 0.42, 0.9160, RANDOM, 0.90, 0, 68, 68, 68, 895, ontime
dyngrid, 0.47, 0.9060, RANDOM, 0.90, 0, 135, 135, 135, 1907, ontime
dyngrid, 0.52, 0.8960, RANDOM, 0.90, 0, 53, 0, 53, 1196, ontime
dyngrid, 0.57, 0.8860, RANDOM, 0.90, 0, 25, 0, 25, 874, ontime
dyngrid, 0.62, 0.8760, RANDOM, 0.90, 0, 46, 0, 46, 1153, ontime
dyngrid, 0.67, 0.8660, RANDOM, 0.90, 0, 19, 0, 19, 493, ontime
dyngrid, 0.72, 0.8560, RANDOM, 0.90, 0, 31, 0, 31, 1223, ontime
dyngrid, 0.77, 0.8460, RANDOM, 0.90, 0, 91, 0, 91, 1519, ontime
dyngrid, 0.82, 0.8360, RANDOM, 0.90, 0, 29, 0, 29, 804, ontime
dyngrid, 0.87, 0.8260, RANDOM, 0.90, 0, 63, 0, 63, 1652, ontime
dyngrid, 0.92, 0.8160, RANDOM, 0.90, 0, 34, 0, 34, 1355, ontime
dyngrid, 0.97, 0.8060, RANDOM, 0.90, 0, 21, 0, 21, 1141, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, RANDOM, 0.90, 0, 1503, 3498, 1501, 10119, timeout
dyngrid, 0.02, 0.9960, RANDOM, 0.90, 0, 1995, 4877, 1995, 9739, ontime
dyngrid, 0.04, 0.9920, RANDOM, 0.90, 0, 417, 1047, 417, 2754, ontime
dyngrid, 0.06, 0.9880, RANDOM, 0.90, 0, 610, 1573, 610, 3961, ontime
dyngrid, 0.08, 0.9840, RANDOM, 0.90, 0, 212, 533, 212, 1956, ontime
dyngrid, 0.10, 0.9800, RANDOM, 0.90, 0, 92, 251, 92, 1383, ontime
dyngrid, 0.12, 0.9760, RANDOM, 0.90, 0, 28, 92, 28, 798, ontime
dyngrid, 0.14, 0.9720, RANDOM, 0.90, 0, 103, 242, 103, 1487, ontime
dyngrid, 0.16, 0.9680, RANDOM, 0.90, 0, 374, 835, 374, 2776, ontime
dyngrid, 0.18, 0.9640, RANDOM, 0.90, 0, 171, 341, 171, 1695, ontime
dyngrid, 0.20, 0.9600, RANDOM, 0.90, 0, 111, 221, 111, 1300, ontime
dyngrid, 0.22, 0.9560, RANDOM, 0.90, 0, 175, 349, 175, 2038, ontime
dyngrid, 0.27, 0.9460, RANDOM, 0.90, 0, 305, 305, 305, 2271, ontime
dyngrid, 0.32, 0.9360, RANDOM, 0.90, 0, 20, 20, 20, 475, ontime
dyngrid, 0.37, 0.9260, RANDOM, 0.90, 0, 48, 48, 48, 1169, ontime
dyngrid, 0.42, 0.9160, RANDOM, 0.90, 0, 135, 135, 135, 2249, ontime
dyngrid, 0.47, 0.9060, RANDOM, 0.90, 0, 48, 48, 48, 1166, ontime
dyngrid, 0.52, 0.8960, RANDOM, 0.90, 0, 43, 0, 43, 1034, ontime
dyngrid, 0.57, 0.8860, RANDOM, 0.90, 0, 60, 0, 60, 1555, ontime
dyngrid, 0.62, 0.8760, RANDOM, 0.90, 0, 55, 0, 55, 1528, ontime
dyngrid, 0.67, 0.8660, RANDOM, 0.90, 0, 53, 0, 53, 1124, ontime
dyngrid, 0.72, 0.8560, RANDOM, 0.90, 0, 33, 0, 33, 1099, ontime
dyngrid, 0.77, 0.8460, RANDOM, 0.90, 0, 75, 0, 75, 2282, ontime
dyngrid, 0.82, 0.8360, RANDOM, 0.90, 0, 64, 0, 64, 2070, ontime
dyngrid, 0.87, 0.8260, RANDOM, 0.90, 0, 68, 0, 68, 2218, ontime
dyngrid, 0.92, 0.8160, RANDOM, 0.90, 0, 24, 0, 24, 889, ontime
dyngrid, 0.97, 0.8060, RANDOM, 0.90, 0, 58, 0, 58, 1909, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, RANDOM, 0.90, 0, 416, 1116, 416, 3033, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, RANDOM, 0.90, 0, 1710, 4091, 1708, 10112, timeout
dyngrid, 0.02, 0.9960, RANDOM, 0.90, 0, 1557, 3458, 1557, 7577, ontime
dyngrid, 0.04, 0.9920, RANDOM, 0.90, 0, 221, 687, 221, 3252, ontime
dyngrid, 0.06, 0.9880, RANDOM, 0.90, 0, 20, 132, 20, 805, ontime
dyngrid, 0.08, 0.9840, RANDOM, 0.90, 0, 199, 533, 199, 2613, ontime
dyngrid, 0.10, 0.9800, RANDOM, 0.90, 0, 169, 417, 169, 2594, ontime
dyngrid, 0.12, 0.9760, RANDOM, 0.90, 0, 70, 207, 70, 1452, ontime
dyngrid, 0.14, 0.9720, RANDOM, 0.90, 0, 19, 54, 19, 730, ontime
dyngrid, 0.16, 0.9680, RANDOM, 0.90, 0, 355, 806, 355, 2902, ontime
dyngrid, 0.18, 0.9640, RANDOM, 0.90, 0, 430, 859, 430, 3389, ontime
dyngrid, 0.20, 0.9600, RANDOM, 0.90, 0, 23, 45, 23, 587, ontime
dyngrid, 0.22, 0.9560, RANDOM, 0.90, 0, 236, 471, 236, 2613, ontime
dyngrid, 0.27, 0.9460, RANDOM, 0.90, 0, 51, 51, 51, 802, ontime
dyngrid, 0.32, 0.9360, RANDOM, 0.90, 0, 32, 32, 32, 724, ontime
dyngrid, 0.37, 0.9260, RANDOM, 0.90, 0, 104, 104, 104, 1355, ontime
dyngrid, 0.42, 0.9160, RANDOM, 0.90, 0, 170, 170, 170, 2433, ontime
dyngrid, 0.47, 0.9060, RANDOM, 0.90, 0, 49, 49, 49, 1005, ontime
dyngrid, 0.52, 0.8960, RANDOM, 0.90, 0, 119, 0, 119, 2209, ontime
dyngrid, 0.57, 0.8860, RANDOM, 0.90, 0, 22, 0, 22, 746, ontime
dyngrid, 0.62, 0.8760, RANDOM, 0.90, 0, 52, 0, 52, 1358, ontime
dyngrid, 0.67, 0.8660, RANDOM, 0.90, 0, 40, 0, 40, 717, ontime
dyngrid, 0.72, 0.8560, RANDOM, 0.90, 0, 50, 0, 50, 1079, ontime
dyngrid, 0.77, 0.8460, RANDOM, 0.90, 0, 95, 0, 95, 2371, ontime
dyngrid, 0.82, 0.8360, RANDOM, 0.90, 0, 86, 0, 86, 2222, ontime
dyngrid, 0.87, 0.8260, RANDOM, 0.90, 0, 36, 0, 36, 1721, ontime
dyngrid, 0.92, 0.8160, RANDOM, 0.90, 0, 43, 0, 43, 1422, ontime
dyngrid, 0.97, 0.8060, RANDOM, 0.90, 0, 91, 0, 91, 2320, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, RANDOM, 0.90, 0, 936, 2224, 936, 6673, ontime
dyngrid, 0.02, 0.9960, RANDOM, 0.90, 0, 20, 210, 20, 860, ontime
dyngrid, 0.04, 0.9920, RANDOM, 0.90, 0, 179, 606, 179, 1947, ontime
dyngrid, 0.06, 0.9880, RANDOM, 0.90, 0, 227, 636, 227, 2555, ontime
dyngrid, 0.08, 0.9840, RANDOM, 0.90, 0, 356, 898, 356, 2582, ontime
dyngrid, 0.10, 0.9800, RANDOM, 0.90, 0, 489, 1162, 489, 3236, ontime
dyngrid, 0.12, 0.9760, RANDOM, 0.90, 0, 146, 364, 146, 1625, ontime
dyngrid, 0.14, 0.9720, RANDOM, 0.90, 0, 202, 465, 202, 1971, ontime
dyngrid, 0.16, 0.9680, RANDOM, 0.90, 0, 72, 178, 72, 1225, ontime
dyngrid, 0.18, 0.9640, RANDOM, 0.90, 0, 43, 85, 43, 750, ontime
dyngrid, 0.20, 0.9600, RANDOM, 0.90, 0, 30, 59, 30, 715, ontime
dyngrid, 0.22, 0.9560, RANDOM, 0.90, 0, 314, 627, 314, 2859, ontime
dyngrid, 0.27, 0.9460, RANDOM, 0.90, 0, 215, 215, 215, 2324, ontime
dyngrid, 0.32, 0.9360, RANDOM, 0.90, 0, 20, 20, 20, 488, ontime
dyngrid, 0.37, 0.9260, RANDOM, 0.90, 0, 42, 42, 42, 1011, ontime
dyngrid, 0.42, 0.9160, RANDOM, 0.90, 0, 57, 57, 57, 1169, ontime
dyngrid, 0.47, 0.9060, RANDOM, 0.90, 0, 27, 27, 27, 633, ontime
dyngrid, 0.52, 0.8960, RANDOM, 0.90, 0, 55, 0, 55, 1274, ontime
dyngrid, 0.57, 0.8860, RANDOM, 0.90, 0, 88, 0, 88, 2298, ontime
dyngrid, 0.62, 0.8760, RANDOM, 0.90, 0, 106, 0, 106, 2408, ontime
dyngrid, 0.67, 0.8660, RANDOM, 0.90, 0, 45, 0, 45, 1472, ontime
dyngrid, 0.72, 0.8560, RANDOM, 0.90, 0, 35, 0, 35, 1054, ontime
dyngrid, 0.77, 0.8460, RANDOM, 0.90, 0, 45, 0, 45, 1771, ontime
dyngrid, 0.82, 0.8360, RANDOM, 0.90, 0, 29, 0, 29, 1228, ontime
dyngrid, 0.87, 0.8260, RANDOM, 0.90, 0, 43, 0, 43, 980, ontime
dyngrid, 0.92, 0.8160, RANDOM, 0.90, 0, 95, 0, 95, 2207, ontime
dyngrid, 0.97, 0.8060, RANDOM, 0.90, 0, 40, 0, 40, 1268, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, RANDOM, 0.90, 0, 1890, 4421, 1888, 10113, timeout
dyngrid, 0.02, 0.9960, RANDOM, 0.90, 0, 72, 273, 72, 1221, ontime
dyngrid, 0.04, 0.9920, RANDOM, 0.90, 0, 22, 193, 22, 929, ontime
dyngrid, 0.06, 0.9880, RANDOM, 0.90, 0, 20, 132, 20, 732, ontime
dyngrid, 0.08, 0.9840, RANDOM, 0.90, 0, 112, 322, 112, 1454, ontime
dyngrid, 0.10, 0.9800, RANDOM, 0.90, 0, 143, 366, 143, 1876, ontime
dyngrid, 0.12, 0.9760, RANDOM, 0.90, 0, 260, 634, 260, 2397, ontime
dyngrid, 0.14, 0.9720, RANDOM, 0.90, 0, 40, 104, 40, 987, ontime
dyngrid, 0.16, 0.9680, RANDOM, 0.90, 0, 221, 504, 221, 2341, ontime
dyngrid, 0.18, 0.9640, RANDOM, 0.90, 0, 61, 121, 61, 1037, ontime
dyngrid, 0.20, 0.9600, RANDOM, 0.90, 0, 171, 341, 171, 1843, ontime
dyngrid, 0.22, 0.9560, RANDOM, 0.90, 0, 25, 49, 25, 686, ontime
dyngrid, 0.27, 0.9460, RANDOM, 0.90, 0, 89, 89, 89, 1381, ontime
dyngrid, 0.32, 0.9360, RANDOM, 0.90, 0, 130, 130, 130, 1603, ontime
dyngrid, 0.37, 0.9260, RANDOM, 0.90, 0, 20, 20, 20, 598, ontime
dyngrid, 0.42, 0.9160, RANDOM, 0.90, 0, 95, 95, 95, 1947, ontime
dyngrid, 0.47, 0.9060, RANDOM, 0.90, 0, 144, 144, 144, 2378, ontime
dyngrid, 0.52, 0.8960, RANDOM, 0.90, 0, 66, 0, 66, 1649, ontime
dyngrid, 0.57, 0.8860, RANDOM, 0.90, 0, 42, 0, 42, 1315, ontime
dyngrid, 0.62, 0.8760, RANDOM, 0.90, 0, 65, 0, 65, 1719, ontime
dyngrid, 0.67, 0.8660, RANDOM, 0.90, 0, 47, 0, 47, 2075, ontime
dyngrid, 0.72, 0.8560, RANDOM, 0.90, 0, 36, 0, 36, 929, ontime
dyngrid, 0.77, 0.8460, RANDOM, 0.90, 0, 21, 0, 21, 855, ontime
dyngrid, 0.82, 0.8360, RANDOM, 0.90, 0, 25, 0, 25, 1064, ontime
dyngrid, 0.87, 0.8260, RANDOM, 0.90, 0, 43, 0, 43, 1602, ontime
dyngrid, 0.92, 0.8160, RANDOM, 0.90, 0, 21, 0, 21, 928, ontime
dyngrid, 0.97, 0.8060, RANDOM, 0.90, 0, 22, 0, 22, 925, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, RANDOM, 0.90, 0, 1860, 4493, 1858, 10121, timeout
dyngrid, 0.02, 0.9960, RANDOM, 0.90, 0, 561, 1501, 561, 3477, ontime
dyngrid, 0.04, 0.9920, RANDOM, 0.90, 0, 573, 1525, 573, 3736, ontime
dyngrid, 0.06, 0.9880, RANDOM, 0.90, 0, 59, 204, 59, 1140, ontime
dyngrid, 0.08, 0.9840, RANDOM, 0.90, 0, 73, 220, 73, 1252, ontime
